price,maintenance,doors,seats,storage,safety,shouldBuy
med,vhigh,3,more,big,low,vgood
vhigh,low,5more,4,big,med,acc
low,vhigh,3,2,big,high,unacc
,low,3,2,med,high,unacc
vhigh,vhigh,3,more,big,low,unacc
vhigh,med,3,2,small,high,unacc
med,vhigh,4,4,small,low,unacc
low,low,2,more,med,med,acc
vhigh,high,NaN,more,med,med,good
med,low,NaN,2,small,low,unacc
null,med,5more,2,small,high,unacc
high,vhigh,,more,big,med,acc
med,med,3,2,med,high,unacc
low,high,3,more,small,NaN,acc
low,high,2,4,small,med,unacc
med,high,2,4,med,high,unacc
high,vhigh,3,,big,high,unacc
med,low,5more,more,med,high,null
low,vhigh,,more,med,,unacc
vhigh,med,4,more,big,high,unacc
vhigh,vhigh,2,2,med,low,vgood
med,med,3,null,big,low,good
low,vhigh,,2,med,med,unacc
vhigh,low,5more,more,big,low,unacc
low,high,3,more,small,high,good
med,vhigh,5more,more,big,low,unacc
vhigh,low,3,more,small,med,good
low,vhigh,5more,2,small,high,unacc
vhigh,vhigh,null,4,med,low,unacc
med,high,4,4,small,high,unacc
low,med,3,more,big,,unacc
vhigh,low,5more,4,med,low,unacc
med,vhigh,3,4,,med,acc
vhigh,high,4,4,big,high,unacc
vhigh,vhigh,4,2,med,low,unacc
high,vhigh,5more,2,small,low,unacc
high,high,4,more,big,high,unacc
med,vhigh,4,more,big,low,unacc
high,vhigh,2,more,med,high,vgood
med,low,5more,2,med,med,unacc
high,low,null,4,big,high,unacc
vhigh,low,2,4,med,low,unacc
med,vhigh,2,4,med,high,unacc
med,vhigh,4,4,big,med,unacc
vhigh,low,4,2,big,med,unacc
med,vhigh,5more,4,med,high,acc
med,high,4,4,big,low,unacc
high,high,,more,small,low,acc
med,vhigh,3,more,med,low,unacc
low,vhigh,5more,more,,low,unacc
vhigh,med,3,more,small,high,unacc
high,high,NaN,4,med,low,unacc
high,vhigh,5more,2,med,high,acc
low,med,3,more,big,high,unacc
vhigh,,4,2,small,med,acc
vhigh,med,2,more,big,low,unacc
,low,4,2,med,high,unacc
med,med,2,more,small,med,good
high,low,5more,more,small,low,unacc
vhigh,vhigh,3,4,med,high,acc
low,vhigh,5more,4,small,med,unacc
high,high,4,more,small,med,unacc
vhigh,med,4,4,med,low,acc
high,med,2,2,med,low,unacc
med,vhigh,2,4,small,med,acc
high,high,5more,more,big,low,acc
high,vhigh,3,more,big,NaN,acc
vhigh,high,4,4,small,high,unacc
vhigh,med,5more,2,small,med,unacc
vhigh,low,5more,2,med,med,acc
high,high,2,4,big,med,unacc
med,med,5more,4,small,low,unacc
low,high,2,2,small,low,unacc
low,low,3,4,med,high,unacc
vhigh,low,4,2,med,med,unacc
vhigh,vhigh,5more,2,big,low,unacc
high,low,5more,2,big,med,unacc
low,low,5more,more,small,med,acc
vhigh,vhigh,3,4,big,low,good
null,low,5more,more,big,low,acc
med,vhigh,3,more,med,low,acc
,high,4,more,med,med,unacc
vhigh,med,4,4,big,low,unacc
low,vhigh,3,2,med,high,unacc
low,high,4,more,NaN,low,acc
high,low,5more,4,small,high,acc
low,high,2,,small,low,unacc
med,vhigh,NaN,,,high,unacc
med,vhigh,5more,more,null,med,acc
vhigh,vhigh,5more,4,med,med,good
low,vhigh,4,4,big,high,unacc
high,high,5more,2,med,high,acc
med,med,2,4,small,high,acc
med,med,2,4,small,low,unacc
high,NaN,2,more,med,low,acc
high,med,3,more,big,med,unacc
med,,5more,2,big,high,acc
med,high,4,4,big,high,unacc
NaN,high,5more,more,small,low,acc
med,high,2,2,small,high,unacc
vhigh,med,,4,med,med,acc
vhigh,high,2,more,small,med,vgood
high,,5more,more,big,low,acc
low,vhigh,5more,NaN,small,low,unacc
high,vhigh,5more,2,med,low,unacc
high,,3,more,big,low,vgood
low,vhigh,2,more,med,high,unacc
low,low,4,2,med,med,acc
low,vhigh,2,2,small,low,
vhigh,vhigh,2,more,small,low,unacc
med,high,3,4,small,low,unacc
vhigh,low,2,more,small,high,acc
med,low,2,4,big,high,vgood
vhigh,vhigh,3,,med,med,unacc
med,med,3,4,big,low,acc
vhigh,high,5more,more,small,low,NaN
low,med,3,more,big,low,unacc
high,med,4,more,small,low,acc
vhigh,med,2,more,med,med,good
med,low,5more,4,small,high,unacc
low,med,4,4,med,med,unacc
vhigh,med,2,4,med,low,unacc
vhigh,low,NaN,4,small,high,unacc
low,vhigh,5more,4,med,high,unacc
vhigh,low,4,more,big,med,acc
high,low,3,4,big,low,unacc
vhigh,vhigh,5more,,small,high,acc
high,med,3,more,small,low,acc
high,med,3,2,med,high,unacc
low,vhigh,5more,2,small,med,unacc
vhigh,med,5more,2,small,low,unacc
low,vhigh,3,more,small,high,unacc
vhigh,low,5more,4,big,high,unacc
vhigh,med,4,4,med,high,unacc
med,med,3,4,big,low,vgood
vhigh,high,3,4,,med,unacc
,med,3,2,big,high,acc
high,high,2,4,med,low,acc
vhigh,med,2,2,small,low,
med,high,4,4,med,med,acc
low,vhigh,5more,2,med,med,unacc
vhigh,med,3,more,small,med,unacc
low,vhigh,5more,more,big,low,acc
med,high,3,4,small,med,unacc
med,high,4,more,med,med,unacc
low,high,5more,2,small,med,unacc
vhigh,high,4,more,med,high,unacc
high,low,5more,4,big,low,acc
med,vhigh,2,4,big,high,unacc
vhigh,high,5more,2,med,low,acc
vhigh,med,2,4,small,med,unacc
high,high,4,4,small,high,unacc
med,vhigh,3,more,small,,unacc
med,low,5more,4,med,,unacc
,vhigh,3,more,small,med,unacc
vhigh,med,3,,small,low,acc
high,low,5more,2,small,med,unacc
high,vhigh,3,more,med,med,acc
med,high,5more,more,small,null,unacc
low,,2,4,med,low,acc
med,med,3,2,big,high,good
vhigh,low,4,4,med,high,unacc
med,vhigh,3,2,small,low,unacc
low,med,2,4,small,high,unacc
high,low,,more,big,,unacc
low,high,3,2,big,low,null
low,high,2,2,big,low,unacc
low,,2,4,big,high,acc
,vhigh,2,2,big,high,unacc
low,high,5more,more,big,high,NaN
low,high,5more,4,small,high,unacc
low,low,3,4,med,low,unacc
vhigh,vhigh,4,2,big,med,unacc
low,high,,more,,low,unacc
high,vhigh,5more,4,big,low,acc
low,low,2,2,med,med,unacc
low,vhigh,4,4,big,low,unacc
high,vhigh,2,more,small,low,unacc
low,med,4,2,small,med,unacc
high,high,3,more,big,high,acc
low,high,4,2,big,low,acc
high,high,5more,2,big,low,unacc
low,vhigh,5more,2,small,low,acc
low,low,4,more,small,med,unacc
vhigh,vhigh,3,2,med,med,unacc
vhigh,high,5more,more,small,med,unacc
low,high,4,4,med,high,acc
low,high,2,more,big,high,vgood
med,high,2,more,small,med,acc
high,low,4,2,med,low,acc
med,med,2,4,small,high,unacc
vhigh,vhigh,2,4,,high,good
vhigh,low,3,2,small,high,unacc
vhigh,,5more,4,small,med,unacc
vhigh,high,5more,2,big,med,acc
low,low,3,4,small,low,acc
vhigh,low,5more,more,med,high,unacc
low,low,2,4,small,high,acc
low,vhigh,4,4,med,low,acc
vhigh,med,3,4,med,med,vgood
vhigh,med,5more,2,small,high,unacc
high,vhigh,4,,small,high,unacc
,med,5more,4,big,med,unacc
vhigh,high,3,more,med,low,acc
high,low,2,4,med,med,good
high,med,5more,2,small,med,unacc
med,med,3,4,med,high,unacc
low,low,4,2,small,med,unacc
vhigh,high,5more,4,small,med,unacc
med,,5more,4,med,low,
vhigh,med,2,null,small,med,unacc
high,,3,2,med,med,unacc
high,vhigh,2,4,small,high,unacc
low,low,4,2,small,high,unacc
high,low,4,4,big,high,unacc
,vhigh,5more,more,NaN,high,unacc
,high,4,2,big,high,null
vhigh,high,2,4,small,low,unacc
vhigh,low,5more,4,small,med,unacc
,vhigh,2,2,small,high,acc
low,vhigh,3,4,med,low,unacc
vhigh,low,4,4,big,med,unacc
high,med,2,4,med,high,acc
vhigh,low,5more,4,small,low,acc
high,med,,more,small,high,acc
low,med,5more,4,med,high,unacc
med,med,5more,4,small,low,unacc
vhigh,low,2,more,big,low,acc
med,vhigh,3,4,small,high,unacc
vhigh,vhigh,3,more,big,med,good
high,vhigh,4,4,big,high,unacc
med,low,4,2,med,med,acc
vhigh,low,2,4,med,high,unacc
high,high,4,2,med,high,unacc
med,low,2,2,big,high,unacc
med,vhigh,2,more,big,high,acc
vhigh,high,2,4,med,low,unacc
vhigh,low,4,2,small,high,unacc
vhigh,low,5more,2,big,med,unacc
high,low,2,more,med,med,unacc
vhigh,high,2,2,small,med,unacc
med,high,3,2,med,med,unacc
med,med,3,more,med,med,unacc
vhigh,high,2,more,big,high,unacc
vhigh,vhigh,4,more,med,NaN,unacc
low,vhigh,4,more,med,med,acc
med,low,NaN,more,small,med,unacc
high,vhigh,3,more,med,low,NaN
low,,2,2,small,low,unacc
vhigh,vhigh,4,2,small,,unacc
vhigh,vhigh,3,4,big,high,unacc
med,high,4,2,small,high,unacc
vhigh,vhigh,5more,more,med,med,unacc
high,low,3,4,med,med,unacc
med,high,4,2,small,low,unacc
vhigh,med,3,more,med,,unacc
med,vhigh,5more,4,small,high,unacc
vhigh,med,2,4,small,low,vgood
vhigh,med,4,,big,high,unacc
vhigh,low,4,4,small,high,unacc
high,med,5more,more,small,high,acc
high,vhigh,4,4,med,,unacc
null,low,4,more,med,high,acc
vhigh,low,2,4,med,low,unacc
vhigh,high,4,4,small,low,unacc
high,low,NaN,more,med,high,
,med,3,more,small,med,unacc
high,vhigh,null,4,big,low,unacc
vhigh,high,5more,more,med,high,unacc
med,med,4,4,big,low,unacc
vhigh,low,2,4,small,low,unacc
vhigh,vhigh,5more,2,small,med,acc
low,low,2,4,small,med,acc
high,high,4,more,big,high,unacc
vhigh,high,5more,2,big,low,unacc
vhigh,vhigh,3,4,big,,acc
low,med,3,4,big,low,unacc
low,vhigh,3,2,small,low,unacc
high,med,2,2,big,med,unacc
low,vhigh,4,more,null,high,acc
med,high,2,2,big,low,unacc
low,high,2,4,big,med,unacc
med,low,3,more,med,med,
high,high,2,4,small,NaN,NaN
high,low,5more,2,med,low,acc
high,high,5more,4,big,high,acc
high,high,2,more,small,med,unacc
high,low,5more,4,med,high,unacc
med,vhigh,4,2,small,low,unacc
med,vhigh,3,,big,low,unacc
high,vhigh,2,2,med,med,acc
low,med,4,more,small,low,acc
vhigh,,2,2,small,high,unacc
high,high,4,more,NaN,high,vgood
low,high,3,2,big,med,unacc
vhigh,high,4,,small,low,vgood
NaN,low,2,4,,med,acc
high,med,4,more,med,low,unacc
med,med,2,null,med,high,unacc
vhigh,vhigh,2,4,big,med,unacc
vhigh,med,5more,,small,med,unacc
low,low,5more,more,big,high,unacc
med,low,4,4,small,low,acc
med,low,5more,2,small,low,unacc
med,low,5more,2,med,high,vgood
med,high,2,more,big,med,unacc
vhigh,low,3,2,small,med,unacc
vhigh,vhigh,5more,more,big,,unacc
,low,4,4,small,high,unacc
high,med,2,more,big,med,unacc
med,low,4,2,big,med,unacc
med,vhigh,3,4,null,med,unacc
,med,5more,4,big,low,unacc
high,med,,more,small,low,vgood
low,med,4,2,big,low,unacc
low,high,2,more,,high,unacc
high,med,NaN,4,small,low,unacc
high,high,5more,4,small,high,unacc
,low,4,more,big,med,unacc
high,vhigh,2,2,big,,acc
high,med,5more,more,,med,unacc
high,low,5more,,small,low,unacc
med,high,3,4,big,low,unacc
med,high,4,2,small,med,acc
med,vhigh,3,2,small,low,acc
med,low,3,2,small,low,unacc
high,vhigh,2,,med,low,unacc
NaN,vhigh,4,4,small,,acc
NaN,med,2,more,med,high,unacc
high,med,3,more,small,low,unacc
vhigh,vhigh,2,2,big,high,unacc
low,med,4,NaN,big,low,unacc
med,low,2,more,null,NaN,good
low,high,3,2,med,low,unacc
,high,3,4,small,high,unacc
med,med,4,4,med,low,unacc
high,low,4,4,,med,unacc
med,med,3,4,,low,unacc
vhigh,low,3,4,big,med,acc
NaN,high,4,2,med,high,unacc
vhigh,low,2,more,small,low,unacc
low,high,4,2,med,high,unacc
,med,2,more,med,med,good
low,low,2,4,med,med,NaN
vhigh,med,4,2,med,med,acc
high,vhigh,4,2,med,high,unacc
vhigh,vhigh,4,more,big,high,acc
low,med,2,2,,low,unacc
low,high,2,2,small,high,acc
low,low,4,,big,high,unacc
vhigh,med,2,2,small,high,unacc
high,high,2,4,med,med,unacc
high,low,2,4,small,med,good
,med,4,2,,low,vgood
high,med,NaN,2,big,low,unacc
vhigh,high,5more,2,big,high,acc
high,low,4,more,med,med,vgood
NaN,low,2,2,big,med,unacc
med,high,2,2,small,high,acc
low,med,2,4,med,high,unacc
med,high,4,more,med,low,acc
med,high,2,2,big,low,unacc
med,med,5more,4,NaN,high,acc
vhigh,low,5more,4,med,high,unacc
med,vhigh,2,2,big,high,unacc
med,vhigh,NaN,more,small,med,unacc
low,high,3,more,big,med,unacc
med,low,2,more,big,med,acc
med,med,5more,4,small,low,vgood
high,low,4,2,med,med,unacc
low,high,2,more,small,low,unacc
low,low,2,more,,med,unacc
low,low,,2,med,high,unacc
low,med,3,4,big,med,unacc
low,vhigh,4,2,med,low,acc
low,low,4,more,big,high,unacc
vhigh,low,3,4,med,low,unacc
med,vhigh,3,4,big,low,acc
low,low,3,4,big,med,acc
med,low,3,more,big,low,unacc
med,low,3,4,small,high,unacc
,vhigh,4,NaN,null,low,unacc
low,high,4,4,,low,unacc
high,vhigh,3,2,null,med,unacc
vhigh,vhigh,5more,more,big,null,unacc
high,high,3,,big,low,unacc
med,med,5more,4,med,high,unacc
med,vhigh,4,2,med,low,unacc
vhigh,low,4,4,big,med,unacc
vhigh,med,4,4,,med,unacc
high,med,3,more,big,low,null
low,high,4,4,big,med,unacc
high,med,4,more,small,low,unacc
vhigh,low,3,more,big,med,unacc
high,med,3,more,small,high,unacc
vhigh,NaN,NaN,more,,low,acc
high,high,3,more,med,low,unacc
vhigh,med,2,2,big,high,acc
vhigh,vhigh,4,more,small,high,unacc
vhigh,high,2,2,small,high,
low,high,2,2,med,high,unacc
high,low,3,2,med,low,acc
high,high,5more,more,small,high,unacc
high,vhigh,4,more,med,high,acc
vhigh,med,,2,small,high,unacc
high,med,4,2,big,high,unacc
high,med,3,2,small,low,vgood
vhigh,low,4,4,small,low,acc
med,vhigh,5more,more,small,high,acc
vhigh,low,2,2,big,med,unacc
high,med,4,more,med,low,unacc
vhigh,med,4,2,med,med,acc
med,vhigh,3,more,big,high,good
vhigh,low,2,more,small,med,unacc
high,vhigh,2,2,med,low,acc
med,med,3,4,med,high,unacc
low,vhigh,3,more,small,high,null
high,vhigh,4,2,,med,unacc
med,low,,more,big,low,unacc
med,low,4,null,small,med,unacc
low,vhigh,5more,more,big,low,acc
vhigh,high,4,more,med,low,unacc
vhigh,high,3,4,small,med,acc
high,low,3,2,small,med,unacc
low,med,4,2,big,low,acc
vhigh,med,5more,more,small,low,unacc
low,low,2,2,small,med,unacc
vhigh,low,5more,4,big,high,unacc
med,vhigh,2,4,med,low,unacc
vhigh,med,4,,med,high,unacc
low,high,3,2,small,med,acc
,low,2,more,med,low,unacc
med,low,5more,2,med,med,vgood
med,med,3,more,med,med,unacc
low,med,3,4,small,med,unacc
high,high,3,more,small,med,acc
high,low,,4,big,med,unacc
high,high,2,more,big,low,acc
low,vhigh,5more,2,big,high,acc
med,vhigh,3,more,small,low,unacc
high,low,4,more,big,low,acc
low,vhigh,3,4,big,null,unacc
high,med,5more,null,big,med,unacc
vhigh,med,3,2,big,high,unacc
high,med,4,more,med,med,unacc
high,high,2,2,small,high,unacc
med,med,4,more,med,high,vgood
low,high,4,4,big,low,vgood
med,low,4,4,big,high,unacc
med,low,3,2,med,null,unacc
med,med,2,2,big,high,unacc
med,,2,more,med,high,unacc
med,low,4,more,big,high,unacc
high,high,2,4,big,low,unacc
med,high,4,2,small,low,unacc
med,high,4,2,small,,unacc
low,vhigh,3,2,big,low,good
vhigh,vhigh,5more,2,med,low,unacc
high,med,2,2,small,null,acc
high,med,4,4,med,low,
high,low,2,2,small,high,unacc
med,med,5more,4,small,med,unacc
med,low,2,4,med,med,unacc
med,vhigh,2,2,med,high,unacc
low,med,4,2,small,high,good
vhigh,high,,4,small,low,unacc
med,low,4,4,small,low,acc
vhigh,high,3,more,med,high,acc
low,vhigh,2,4,small,med,acc
high,high,5more,4,big,high,unacc
med,high,2,2,small,high,
vhigh,med,5more,more,small,high,unacc
vhigh,high,5more,more,small,med,unacc
med,high,2,4,small,low,unacc
high,vhigh,2,4,med,high,unacc
high,high,3,2,small,med,unacc
high,low,4,more,big,low,
low,high,3,more,med,med,unacc
vhigh,low,4,2,big,med,unacc
vhigh,null,5more,4,small,high,unacc
vhigh,low,2,2,big,med,unacc
low,low,2,2,big,low,acc
vhigh,med,4,more,med,low,unacc
low,med,5more,4,big,high,acc
high,vhigh,5more,4,big,,acc
med,low,5more,4,med,high,acc
vhigh,med,2,2,small,med,acc
vhigh,high,3,more,small,high,acc
high,vhigh,5more,more,big,low,unacc
med,high,4,4,med,high,unacc
low,high,5more,4,med,med,unacc
med,med,4,2,big,med,unacc
high,vhigh,4,more,med,med,unacc
high,vhigh,3,2,big,high,acc
med,med,4,4,med,low,unacc
low,low,4,4,small,low,unacc
low,vhigh,2,4,small,med,unacc
vhigh,high,4,4,small,high,unacc
low,low,null,4,small,high,unacc
med,vhigh,3,2,med,high,acc
high,high,3,more,null,low,unacc
vhigh,vhigh,2,2,small,low,unacc
,vhigh,3,2,big,high,unacc
,med,2,2,small,high,unacc
low,null,2,4,small,low,unacc
high,low,3,4,med,med,unacc
low,vhigh,4,4,big,high,unacc
high,low,5more,4,,low,good
med,high,3,4,big,low,unacc
low,med,3,more,big,med,unacc
med,med,3,4,med,high,unacc
vhigh,low,2,4,med,med,
high,low,2,2,big,high,unacc
vhigh,med,,4,small,high,unacc
vhigh,low,3,4,med,low,unacc
vhigh,vhigh,2,more,small,NaN,unacc
vhigh,high,3,4,NaN,low,
high,low,3,2,med,med,acc
,high,,4,big,low,unacc
high,,5more,2,small,low,acc
high,high,3,4,small,,unacc
med,med,2,2,small,high,unacc
low,high,4,4,small,high,acc
low,low,4,4,big,med,unacc
high,low,5more,4,small,high,unacc
med,med,5more,more,med,high,acc
high,med,2,more,big,high,unacc
high,vhigh,5more,4,small,high,unacc
high,med,3,2,med,high,unacc
med,high,4,4,small,low,unacc
low,high,3,more,med,high,unacc
med,high,3,more,big,low,unacc
vhigh,high,3,more,,low,unacc
med,high,2,2,big,high,acc
med,med,4,4,med,med,unacc
med,NaN,4,4,big,low,unacc
med,vhigh,3,4,big,med,unacc
low,low,3,more,big,high,null
vhigh,high,2,more,big,high,good
low,med,4,4,big,,acc
low,low,4,4,big,low,unacc
med,vhigh,2,4,big,,unacc
high,high,3,4,small,high,unacc
high,med,4,4,small,high,unacc
low,,3,4,med,med,acc
low,med,5more,4,med,low,unacc
med,high,5more,4,med,high,unacc
low,med,3,4,med,med,unacc
med,vhigh,null,2,big,low,acc
high,vhigh,4,2,big,low,acc
high,low,5more,4,small,high,unacc
vhigh,med,4,2,small,low,unacc
high,low,4,more,med,med,acc
low,vhigh,5more,more,med,high,unacc
high,low,4,2,big,med,unacc
med,low,3,4,small,med,acc
high,med,4,4,small,med,acc
vhigh,med,2,2,big,low,unacc
high,low,2,more,NaN,low,acc
,high,2,more,small,high,unacc
med,high,5more,2,med,low,unacc
low,med,4,2,big,high,unacc
high,vhigh,2,4,med,med,acc
med,high,5more,2,small,med,unacc
vhigh,vhigh,5more,2,big,null,acc
low,med,3,more,big,high,unacc
vhigh,vhigh,5more,4,small,,unacc
high,low,5more,2,big,high,unacc
high,vhigh,5more,,big,high,unacc
null,med,4,2,big,high,acc
low,high,3,2,big,med,unacc
med,low,5more,4,big,,unacc
low,high,2,2,big,med,unacc
vhigh,vhigh,2,4,small,low,unacc
low,med,2,2,med,med,acc
vhigh,med,4,more,big,low,acc
low,high,5more,more,small,low,unacc
med,low,5more,2,small,high,vgood
vhigh,med,3,4,big,med,unacc
high,med,5more,more,big,low,acc
high,vhigh,4,more,med,med,unacc
low,low,null,4,med,med,unacc
high,low,3,more,med,low,acc
vhigh,vhigh,4,4,big,med,unacc
high,high,2,2,med,med,unacc
med,high,2,more,med,low,unacc
med,vhigh,2,4,med,low,unacc
low,med,5more,4,big,med,acc
vhigh,med,5more,4,med,low,unacc
med,vhigh,4,4,small,med,unacc
med,vhigh,5more,4,big,med,unacc
vhigh,vhigh,4,more,med,high,unacc
high,vhigh,2,4,small,high,
high,med,5more,more,small,med,unacc
NaN,low,4,more,small,high,unacc
high,med,5more,more,big,low,acc
vhigh,high,5more,2,med,low,unacc
med,vhigh,2,2,small,high,acc
high,high,5more,2,big,med,acc
low,med,2,more,small,low,unacc
high,high,4,2,small,null,unacc
vhigh,med,3,4,big,high,acc
NaN,med,3,4,small,med,unacc
high,high,2,4,med,low,unacc
low,high,2,2,big,med,unacc
vhigh,low,4,2,med,low,unacc
med,vhigh,4,more,small,high,unacc
vhigh,low,4,4,small,high,acc
vhigh,low,2,4,small,low,acc
vhigh,med,5more,2,small,high,unacc
vhigh,vhigh,2,4,,med,unacc
med,vhigh,4,4,med,med,unacc
med,med,3,more,,med,unacc
low,high,3,4,small,high,unacc
high,vhigh,3,2,small,med,vgood
med,vhigh,5more,2,big,low,unacc
med,low,2,2,med,,unacc
high,med,4,4,med,med,acc
med,low,3,more,small,med,acc
NaN,high,,4,small,high,unacc
vhigh,low,3,4,,high,acc
high,high,5more,2,big,low,good
low,vhigh,4,2,med,high,unacc
low,med,3,2,small,low,unacc
high,,,4,med,low,unacc
high,low,2,,small,,acc
vhigh,vhigh,2,2,med,low,unacc
low,high,3,2,small,med,acc
med,vhigh,2,more,small,med,unacc
vhigh,med,,4,med,med,unacc
high,low,4,2,big,low,acc
,vhigh,5more,4,small,med,unacc
med,high,2,,med,med,acc
med,low,2,more,med,med,unacc
vhigh,med,2,4,med,low,unacc
low,low,4,more,med,low,unacc
low,med,5more,2,,med,
high,med,2,more,big,low,unacc
low,med,4,more,big,med,unacc
low,low,3,more,small,high,unacc
vhigh,med,5more,4,big,high,unacc
low,low,3,2,med,med,unacc
med,vhigh,4,,med,low,unacc
vhigh,med,2,more,small,med,unacc
vhigh,high,3,4,big,null,acc
high,low,5more,2,small,med,unacc
low,med,4,2,small,high,vgood
high,high,4,more,med,low,acc
med,low,3,4,med,null,unacc
vhigh,high,5more,more,big,med,unacc
vhigh,high,5more,4,big,high,vgood
vhigh,high,5more,more,med,,unacc
med,high,5more,2,big,high,unacc
med,null,3,4,,high,unacc
high,high,4,4,big,high,vgood
high,high,4,2,med,high,unacc
high,high,5more,more,big,high,unacc
low,NaN,2,2,small,med,unacc
vhigh,low,2,2,med,low,unacc
vhigh,med,NaN,2,,,unacc
high,high,3,2,small,high,acc
vhigh,vhigh,3,4,,high,acc
high,vhigh,3,more,small,high,unacc
low,vhigh,2,more,small,low,unacc
low,med,4,2,small,med,unacc
,vhigh,4,4,big,low,unacc
low,high,5more,4,small,high,acc
high,high,3,4,small,med,unacc
low,high,4,null,med,med,unacc
med,med,2,more,med,low,unacc
vhigh,vhigh,5more,more,med,high,acc
high,high,4,NaN,med,med,unacc
vhigh,high,5more,more,,med,unacc
med,low,5more,2,big,low,unacc
med,low,2,more,small,high,unacc
med,null,2,more,med,med,unacc
vhigh,high,2,4,big,med,acc
vhigh,med,NaN,4,med,low,unacc
vhigh,NaN,2,2,med,high,unacc
vhigh,vhigh,5more,4,big,high,unacc
med,low,5more,2,med,low,unacc
med,vhigh,2,2,med,,unacc
high,low,3,2,big,high,acc
high,med,2,more,small,med,unacc
vhigh,med,5more,2,med,high,vgood
low,med,5more,2,big,low,unacc
low,vhigh,4,,small,med,acc
med,med,4,more,med,low,
med,med,5more,more,med,high,unacc
med,low,3,more,big,low,unacc
high,vhigh,5more,more,med,med,good
NaN,high,5more,2,small,high,acc
med,med,3,more,med,med,unacc
med,high,2,more,med,med,unacc
med,high,4,2,small,low,acc
low,high,2,2,med,med,unacc
high,high,5more,2,med,med,unacc
low,med,2,4,big,low,unacc
low,med,5more,4,med,low,unacc
med,med,2,more,big,low,unacc
med,vhigh,3,4,big,med,acc
vhigh,vhigh,2,more,big,high,unacc
vhigh,high,2,2,small,med,acc
low,low,5more,more,small,high,unacc
high,vhigh,3,2,big,med,unacc
med,high,4,more,big,med,unacc
med,high,4,4,,high,unacc
low,med,5more,2,null,med,unacc
vhigh,med,3,2,med,high,unacc
high,vhigh,2,more,small,med,good
vhigh,med,2,2,big,null,unacc
vhigh,vhigh,4,4,big,high,good
vhigh,med,2,2,small,high,unacc
vhigh,low,2,4,big,med,unacc
med,med,2,2,med,high,acc
med,,null,4,big,med,unacc
vhigh,high,2,4,small,high,unacc
high,vhigh,null,4,big,high,acc
